phi0,phi1,beta,y1,y2,y3,y4,y5,type
-2.039208464316129,0.02094484612860603,0.7812400940756181,-1.2076350503346993,-1.5611899742243935,-0.9421967482907818,-2.2562669916468088,1.0475836034861816,1
-0.8969338233299535,0.12594463403681078,0.3915535860934658,-1.2094313235780014,-1.0192970649969992,-1.6696329092531426,-0.41664103757508164,-0.7752538096355553,0
-0.9912871398100505,0.08316814861388169,0.3811564102314716,-2.069598865991273,-1.7188239652741066,-2.1318929659904478,-0.2565583962705948,0.5734734053570403,0
-1.0209144482674704,0.1505644454648842,0.3009285036047979,-0.7791475686714535,-0.1256741545763381,1.0267970015425105,0.6925019718080485,-0.7436333215078512,2
-1.3531947675538245,0.35258136666762396,0.3148929036206685,0.10764899700788955,-0.29651707523085835,-0.3711977836103849,-0.640650064337392,-0.47610498246453814,2
-2.5678218905906345,0.08912286899431701,0.7877980536817002,-1.245934879670705,-0.638377345674806,-0.20197177078767703,0.5160518541805864,-1.0967309139021404,3
-0.47479112093084574,0.20275229170092274,0.008971247739618993,-0.14868204469302035,0.8429163871846181,-0.16780436973982948,1.0112223985736548,-0.15086911874493858,2
-1.451722907979036,0.17757897884824708,0.5464871190420871,0.27704993725402194,-2.472736866917144,-1.5226453753445635,-2.588245177151951,-0.4324162028891554,1
-2.1701007956766607,0.10847283010298459,0.7501514042044737,0.4581774884942333,-1.832450150313198,-1.1549995497014196,-1.0163960851803957,-1.1413720570222523,1
-2.021895121396749,0.13666135288080358,0.6718475435995521,-1.1868728307213063,-0.7541428828841545,-1.318471251747405,0.4186576218726664,-0.14817184560130936,3
-2.2624196142254887,0.15205052037575129,0.7211946744895209,-1.9282966728444095,-1.6773434323237757,-1.03764335445487,-0.29555891246642174,0.10971674701484345,1
-1.9328644495279548,0.05919172041153375,0.7049194279138379,-0.25472937643898613,-1.116150950031555,-1.2715650444130207,-1.5131574996761126,-0.7766240840797178,1
-1.4915744581386003,0.09341015772493855,0.5143868786906011,-0.7124714305765264,-0.20098994938135137,-0.40182590050640404,0.6205198473288555,-0.47670383283833334,3
-2.6668505010414885,0.1369046480691054,0.7601410023899171,-0.4018461510413394,0.19113454044965209,-1.2064499347009536,-1.2515016043181957,-1.7980226988286692,1
-1.509055258558135,0.1952043344678094,0.4413916533368503,-0.05364944969775536,-0.9615716019178508,0.22336041357628378,-0.6109758361254746,-0.09940645495329836,2
-1.8056270091507307,0.23929284217319494,0.5477673087493191,1.031889446279189,0.12138071065810024,0.6770495324316603,-1.3414779207742944,-0.3977673488846977,2
-1.6739543711678815,0.0659237490015605,0.6108711994840033,1.036839327322667,-1.246116977939271,-1.532306831634989,-2.4442010213789396,-0.9071546707559582,1
-0.9040085899088302,0.2960415551220354,0.1526002947032825,-2.0364063369149488,0.6595716275449334,0.5230366531996302,-1.751847147920981,-2.0332204267748084,0
-0.541754696488401,0.07117511261809739,0.09014522723928908,1.6694821027791933,-0.19752845330483876,-0.49945432029032005,-1.2162792653250507,1.0893456874133707,2
-1.1139422285146012,0.17251250067514243,0.385940766418357,-1.3178710037031167,-2.1425704561785266,-0.42070815732505434,-0.44113473949778065,-1.3553916999186844,0
-1.7695459895785983,0.14268001530986973,0.5950119051060723,-1.8241129689495903,1.4791721955132624,-0.546858540922276,-1.1827039773165096,-0.8244654000592203,3
-0.7453949536166706,0.15338979587632784,0.07404765265273439,-1.1192577703603177,-0.5921605673080118,-1.0391878669584593,1.6403981009232986,-0.6605034054260083,2
-1.562265929611562,0.15053403816817792,0.5370804228856163,-1.5706597584225268,-0.6453062377832481,-1.5097372132425253,0.5249356620555877,-1.2468020152056576,0
-2.931209247836243,0.030784913959949818,0.8908365226616397,-0.9230856160754016,-0.5618055094843665,1.0791455923266204,-0.17731791337502875,-1.1147281237250402,3
-1.4279039662288588,0.06789993500974761,0.5681696889860203,-1.1118527644311453,0.167252322812663,-0.6116766358346698,-2.5752224064783924,-0.4725093455926369,1
-1.947894491693568,0.134672625059817,0.6752473008762274,-0.8961687729648321,-0.1052249758773883,0.8042142636713301,-0.3325780579207657,-1.17647289400498,3
