DATE,VALUE
2004-08-20,7.00156
2004-08-23,6.99913
2004-08-24,6.99960
2004-08-25,7.00756
2004-08-26,7.00768
2004-08-27,7.01010
2004-08-30,7.00229
2004-08-31,7.00691
2004-09-01,7.00842
2004-09-02,7.01957
2004-09-03,7.01538
2004-09-07,7.02224
2004-09-08,7.01775
2004-09-09,7.01964
2004-09-10,7.02458
2004-09-13,7.02627
2004-09-14,7.02849
2004-09-15,7.02141
2004-09-16,7.02420
2004-09-17,7.02869
2004-09-20,7.02305
2004-09-21,7.02935
2004-09-22,7.01532
2004-09-23,7.01064
2004-09-24,7.01221
2004-09-27,7.00626
2004-09-28,7.01217
2004-09-29,7.01643
2004-09-30,7.01623
2004-10-01,7.03130
2004-10-04,7.03454
2004-10-05,7.03393
2004-10-06,7.04058
2004-10-07,7.03055
2004-10-08,7.02299
2004-10-11,7.02500
2004-10-12,7.02273
2004-10-13,7.01540
2004-10-14,7.00605
2004-10-15,7.01049
2004-10-18,7.01573
2004-10-19,7.00600
2004-10-20,7.00639
2004-10-21,7.00895
2004-10-22,6.99919
2004-10-25,6.99834
2004-10-26,7.01310
2004-10-27,7.02589
2004-10-28,7.02770
2004-10-29,7.03015
2004-11-01,7.03042
2004-11-02,7.03045
2004-11-03,7.04159
2004-11-04,7.05761
2004-11-05,7.06148
2004-11-08,7.06038
2004-11-09,7.05969
2004-11-10,7.05868
2004-11-11,7.06773
2004-11-12,7.07680
2004-11-15,7.07649
2004-11-16,7.06939
2004-11-17,7.07491
2004-11-18,7.07627
2004-11-19,7.06505
2004-11-22,7.07093
2004-11-23,7.07067
2004-11-24,7.07476
2004-11-26,7.07551
2004-11-29,7.07206
2004-11-30,7.06802
2004-12-01,7.08286
2004-12-02,7.08199
2004-12-03,7.08269
2004-12-06,7.08192
2004-12-07,7.07078
2004-12-08,7.07565
2004-12-09,7.08107
2004-12-10,7.08003
2004-12-13,7.08898
2004-12-14,7.09289
2004-12-15,7.09483
2004-12-16,7.09275
2004-12-17,7.08525
2004-12-20,7.08561
2004-12-21,7.09461
2004-12-22,7.09802
2004-12-23,7.09848
2004-12-27,7.09417
2004-12-28,7.10130
2004-12-29,7.10122
2004-12-30,7.10131
2004-12-31,7.09996
2005-01-03,7.09181
2005-01-04,7.08007
2005-01-05,7.07643
2005-01-06,7.07993
2005-01-07,7.07850
2005-01-10,7.08192
2005-01-11,7.07580
2005-01-12,7.07977
2005-01-13,7.07111
2005-01-14,7.07709
2005-01-18,7.08672
2005-01-19,7.07719
2005-01-20,7.06937
2005-01-21,7.06294
2005-01-24,7.05940
2005-01-25,7.06340
2005-01-26,7.06823
2005-01-27,7.06864
2005-01-28,7.06592
2005-01-31,7.07435
2005-02-01,7.08121
2005-02-02,7.08439
2005-02-03,7.08162
2005-02-04,7.09260
2005-02-07,7.09151
2005-02-08,7.09199
2005-02-09,7.08338
2005-02-10,7.08758
2005-02-11,7.09448
2005-02-14,7.09518
2005-02-15,7.09847
2005-02-16,7.09866
2005-02-17,7.09070
2005-02-18,7.09140
2005-02-22,7.07679
2005-02-23,7.08238
2005-02-24,7.09024
2005-02-25,7.09951
2005-02-28,7.09307
2005-03-01,7.09871
2005-03-02,7.09844
2005-03-03,7.09876
2005-03-04,7.10834
2005-03-07,7.11095
2005-03-08,7.10614
2005-03-09,7.09590
2005-03-10,7.09776
2005-03-11,7.09014
2005-03-14,7.09575
2005-03-15,7.08820
2005-03-16,7.08009
2005-03-17,7.08189
2005-03-18,7.08141
2005-03-21,7.07647
2005-03-22,7.06622
2005-03-23,7.06692
2005-03-24,7.06597
2005-03-28,7.06841
2005-03-29,7.06079
2005-03-30,7.07446
2005-03-31,7.07377
2005-04-01,7.06725
2005-04-04,7.06998
2005-04-05,7.07445
2005-04-06,7.07671
2005-04-07,7.08267
2005-04-08,7.07429
2005-04-11,7.07429
2005-04-12,7.07982
2005-04-13,7.06799
2005-04-14,7.05794
2005-04-15,7.04108
2005-04-18,7.04402
2005-04-19,7.04993
2005-04-20,7.03659
2005-04-21,7.05613
2005-04-22,7.04936
2005-04-25,7.05798
2005-04-26,7.04903
2005-04-27,7.05305
2005-04-28,7.04160
2005-04-29,7.05346
2005-05-02,7.05804
2005-05-03,7.05718
2005-05-04,7.06958
2005-05-05,7.06700
2005-05-06,7.06591
2005-05-09,7.07229
2005-05-10,7.06152
2005-05-11,7.06571
2005-05-12,7.05562
2005-05-13,7.05103
2005-05-16,7.06107
2005-05-17,7.06800
2005-05-18,7.07797
2005-05-19,7.08262
2005-05-20,7.08110
2005-05-23,7.08495
2005-05-24,7.08512
2005-05-25,7.08172
2005-05-26,7.08809
2005-05-27,7.08906
2005-05-31,7.08297
2005-06-01,7.09197
2005-06-02,7.09365
2005-06-03,7.08675
2005-06-06,7.08800
2005-06-07,7.08779
2005-06-08,7.08563
2005-06-09,7.09085
2005-06-10,7.08850
2005-06-13,7.09076
2005-06-14,7.09333
2005-06-15,7.09555
2005-06-16,7.09917
2005-06-17,7.10411
2005-06-20,7.10340
2005-06-21,7.10135
2005-06-22,7.10158
2005-06-23,7.09068
2005-06-24,7.08303
2005-06-27,7.08229
2005-06-28,7.09138
2005-06-29,7.08995
2005-06-30,7.08283
2005-07-01,7.08543
2005-07-05,7.09423
2005-07-06,7.08585
2005-07-07,7.08830
2005-07-08,7.09991
2005-07-11,7.10615
2005-07-12,7.10842
2005-07-13,7.10930
2005-07-14,7.11192
2005-07-15,7.11308
2005-07-18,7.10753
2005-07-19,7.11424
2005-07-20,7.11899
2005-07-21,7.11236
2005-07-22,7.11776
2005-07-25,7.11398
2005-07-26,7.11571
2005-07-27,7.12027
2005-07-28,7.12586
2005-07-29,7.11816
2005-08-01,7.11911
2005-08-02,7.12618
2005-08-03,7.12692
2005-08-04,7.11952
2005-08-05,7.11185
2005-08-08,7.10917
2005-08-09,7.11589
2005-08-10,7.11406
2005-08-11,7.12110
2005-08-12,7.11509
2005-08-15,7.11791
2005-08-16,7.10607
2005-08-17,7.10680
2005-08-18,7.10580
2005-08-19,7.10637
2005-08-22,7.10802
2005-08-23,7.10461
2005-08-24,7.09804
2005-08-25,7.10035
2005-08-26,7.09432
2005-08-29,7.10026
2005-08-30,7.09706
2005-08-31,7.10688
2005-09-01,7.10791
2005-09-02,7.10498
2005-09-06,7.11752
2005-09-07,7.11993
2005-09-08,7.11613
2005-09-09,7.12406
2005-09-12,7.12332
2005-09-13,7.11574
2005-09-14,7.11246
2005-09-15,7.11292
2005-09-16,7.12118
2005-09-19,7.11560
2005-09-20,7.10770
2005-09-21,7.09854
2005-09-22,7.10219
2005-09-23,7.10274
2005-09-26,7.10302
2005-09-27,7.10304
2005-09-28,7.10405
2005-09-29,7.11288
2005-09-30,7.11380
2005-10-03,7.11208
2005-10-04,7.10206
2005-10-05,7.08706
2005-10-06,7.08296
2005-10-07,7.08665
2005-10-10,7.07946
2005-10-11,7.07739
2005-10-12,7.07130
2005-10-13,7.07059
2005-10-14,7.07882
2005-10-17,7.08179
2005-10-18,7.07169
2005-10-19,7.08654
2005-10-20,7.07140
2005-10-21,7.07292
2005-10-24,7.08956
2005-10-25,7.08719
2005-10-26,7.08287
2005-10-27,7.07234
2005-10-28,7.08875
2005-10-31,7.09590
2005-11-01,7.09237
2005-11-02,7.10230
2005-11-03,7.10656
2005-11-04,7.10672
2005-11-07,7.10891
2005-11-08,7.10545
2005-11-09,7.10714
2005-11-10,7.11555
2005-11-11,7.11860
2005-11-14,7.11782
2005-11-15,7.11396
2005-11-16,7.11575
2005-11-17,7.12512
2005-11-18,7.12951
2005-11-21,7.13477
2005-11-22,7.13984
2005-11-23,7.14331
2005-11-25,7.14539
2005-11-28,7.13685
2005-11-29,7.13686
2005-11-30,7.13048
2005-12-01,7.14257
2005-12-02,7.14289
2005-12-05,7.14052
2005-12-06,7.14180
2005-12-07,7.13678
2005-12-08,7.13556
2005-12-09,7.13837
2005-12-12,7.13921
2005-12-13,7.14475
2005-12-14,7.14893
2005-12-15,7.14751
2005-12-16,7.14466
2005-12-19,7.13880
2005-12-20,7.13857
2005-12-21,7.14108
2005-12-22,7.14529
2005-12-23,7.14572
2005-12-27,7.13612
2005-12-28,7.13741
2005-12-29,7.13443
2005-12-30,7.12953
2006-01-03,7.14583
2006-01-04,7.14949
2006-01-05,7.14951
2006-01-06,7.15886
2006-01-09,7.16251
2006-01-10,7.16216
2006-01-11,7.16563
2006-01-12,7.15934
2006-01-13,7.16054
2006-01-17,7.15690
2006-01-18,7.15300
2006-01-19,7.15855
2006-01-20,7.14005
2006-01-23,7.14189
2006-01-24,7.14430
2006-01-25,7.14257
2006-01-26,7.14978
2006-01-27,7.15752
2006-01-30,7.15867
2006-01-31,7.15468
2006-02-01,7.15654
2006-02-02,7.14743
2006-02-03,7.14206
2006-02-06,7.14284
2006-02-07,7.13472
2006-02-08,7.14334
2006-02-09,7.14186
2006-02-10,7.14440
2006-02-13,7.14113
2006-02-14,7.15112
2006-02-15,7.15462
2006-02-16,7.16192
2006-02-17,7.16026
2006-02-21,7.15698
2006-02-22,7.16447
2006-02-23,7.16068
2006-02-24,7.16196
2006-02-27,7.16559
2006-02-28,7.15513
2006-03-01,7.16336
2006-03-02,7.16173
2006-03-03,7.16025
2006-03-06,7.15326
2006-03-07,7.15139
2006-03-08,7.15342
2006-03-09,7.14853
2006-03-10,7.15585
2006-03-13,7.15784
2006-03-14,7.16818
2006-03-15,7.17244
2006-03-16,7.17421
2006-03-17,7.17568
2006-03-20,7.17402
2006-03-21,7.16799
2006-03-22,7.17399
2006-03-23,7.17140
2006-03-24,7.17239
2006-03-27,7.17136
2006-03-28,7.16490
2006-03-29,7.17234
2006-03-30,7.17031
2006-03-31,7.16613
2006-04-03,7.16843
2006-04-04,7.17467
2006-04-05,7.17897
2006-04-06,7.17705
2006-04-07,7.16665
2006-04-10,7.16750
2006-04-11,7.15974
2006-04-12,7.16094
2006-04-13,7.16172
2006-04-17,7.15877
2006-04-18,7.17599
2006-04-19,7.17773
2006-04-20,7.17890
2006-04-21,7.17876
2006-04-24,7.17634
2006-04-25,7.17146
2006-04-26,7.17427
2006-04-27,7.17757
2006-04-28,7.17825
2006-05-01,7.17410
2006-05-02,7.18023
2006-05-03,7.17614
2006-05-04,7.17950
2006-05-05,7.18974
2006-05-08,7.18891
2006-05-09,7.18927
2006-05-10,7.18754
2006-05-11,7.17466
2006-05-12,7.16336
2006-05-15,7.16588
2006-05-16,7.16401
2006-05-17,7.14702
2006-05-18,7.14030
2006-05-19,7.14443
2006-05-22,7.14051
2006-05-23,7.13615
2006-05-24,7.13773
2006-05-25,7.14904
2006-05-26,7.15474
2006-05-30,7.13874
2006-05-31,7.14684
2006-06-01,7.15907
2006-06-02,7.16102
2006-06-05,7.14306
2006-06-06,7.14192
2006-06-07,7.13581
2006-06-08,7.13722
2006-06-09,7.13274
2006-06-12,7.11996
2006-06-13,7.10963
2006-06-14,7.11480
2006-06-15,7.13581
2006-06-16,7.13213
2006-06-19,7.12298
2006-06-20,7.12296
2006-06-21,7.13266
2006-06-22,7.12737
2006-06-23,7.12649
2006-06-26,7.13135
2006-06-27,7.12222
2006-06-28,7.12769
2006-06-29,7.14903
2006-06-30,7.14693
2006-07-03,7.15476
2006-07-05,7.14749
2006-07-06,7.14998
2006-07-07,7.14321
2006-07-10,7.14468
2006-07-11,7.14875
2006-07-12,7.13776
2006-07-13,7.12471
2006-07-14,7.11980
2006-07-17,7.11841
2006-07-18,7.12033
2006-07-19,7.13872
2006-07-20,7.13020
2006-07-21,7.12310
2006-07-24,7.13959
2006-07-25,7.14589
2006-07-26,7.14551
2006-07-27,7.14140
2006-07-28,7.15348
2006-07-31,7.15200
2006-08-01,7.14750
2006-08-02,7.15348
2006-08-03,7.15483
2006-08-04,7.15412
2006-08-07,7.15131
2006-08-08,7.14794
2006-08-09,7.14358
2006-08-10,7.14820
2006-08-11,7.14420
2006-08-14,7.14536
2006-08-15,7.15897
2006-08-16,7.16660
2006-08-17,7.16818
2006-08-18,7.17189
2006-08-21,7.16821
2006-08-22,7.16921
2006-08-23,7.16471
2006-08-24,7.16708
2006-08-25,7.16634
2006-08-28,7.17149
2006-08-29,7.17341
2006-08-30,7.17340
2006-08-31,7.17305
2006-09-01,7.17855
2006-09-05,7.18026
2006-09-06,7.17032
2006-09-07,7.16551
2006-09-08,7.16929
2006-09-11,7.16977
2006-09-12,7.18015
2006-09-13,7.18392
2006-09-14,7.18256
2006-09-15,7.18529
2006-09-18,7.18628
2006-09-19,7.18411
2006-09-20,7.18930
2006-09-21,7.18389
2006-09-22,7.18142
2006-09-25,7.19020
2006-09-26,7.19769
2006-09-27,7.19788
2006-09-28,7.19979
2006-09-29,7.19732
2006-10-02,7.19393
2006-10-03,7.19602
2006-10-04,7.20802
2006-10-05,7.21024
2006-10-06,7.20755
2006-10-09,7.20835
2006-10-10,7.21039
2006-10-11,7.20782
2006-10-12,7.21732
2006-10-13,7.21936
2006-10-16,7.22187
2006-10-17,7.21821
2006-10-18,7.21961
2006-10-19,7.22034
2006-10-20,7.22154
2006-10-23,7.22768
2006-10-24,7.22794
2006-10-25,7.23145
2006-10-26,7.23640
2006-10-27,7.22791
2006-10-30,7.22834
2006-10-31,7.22834
2006-11-01,7.22097
2006-11-02,7.22062
2006-11-03,7.21840
2006-11-06,7.22968
2006-11-07,7.23189
2006-11-08,7.23398
2006-11-09,7.22863
2006-11-10,7.23049
2006-11-13,7.23304
2006-11-14,7.23937
2006-11-15,7.24177
2006-11-16,7.24406
2006-11-17,7.24508
2006-11-20,7.24458
2006-11-21,7.24623
2006-11-22,7.24857
2006-11-24,7.24491
2006-11-27,7.23121
2006-11-28,7.23470
2006-11-29,7.24386
2006-11-30,7.24468
2006-12-01,7.24187
2006-12-04,7.25072
2006-12-05,7.25472
2006-12-06,7.25340
2006-12-07,7.24942
2006-12-08,7.25123
2006-12-11,7.25350
2006-12-12,7.25245
2006-12-13,7.25362
2006-12-14,7.26227
2006-12-15,7.26339
2006-12-18,7.26016
2006-12-19,7.26231
2006-12-20,7.26089
2006-12-21,7.25721
2006-12-22,7.25188
2006-12-26,7.25623
2006-12-27,7.26322
2006-12-28,7.26174
2006-12-29,7.25721
2007-01-03,7.25601
2007-01-04,7.25724
2007-01-05,7.25114
2007-01-08,7.25336
2007-01-09,7.25284
2007-01-10,7.25478
2007-01-11,7.26110
2007-01-12,7.26594
2007-01-16,7.26676
2007-01-17,7.26586
2007-01-18,7.26289
2007-01-19,7.26578
2007-01-22,7.26049
2007-01-23,7.26402
2007-01-24,7.27249
2007-01-25,7.26115
2007-01-26,7.25995
2007-01-29,7.25885
2007-01-30,7.26460
2007-01-31,7.27118
2007-02-01,7.27651
2007-02-02,7.27821
2007-02-05,7.27724
2007-02-06,7.27794
2007-02-07,7.27933
2007-02-08,7.27815
2007-02-09,7.27105
2007-02-12,7.26778
2007-02-13,7.27535
2007-02-14,7.28297
2007-02-15,7.28400
2007-02-16,7.28313
2007-02-20,7.28597
2007-02-21,7.28457
2007-02-22,7.28371
2007-02-23,7.28014
2007-02-26,7.27888
2007-02-27,7.24354
2007-02-28,7.24909
2007-03-01,7.24649
2007-03-02,7.23502
2007-03-05,7.22557
2007-03-06,7.24094
2007-03-07,7.23848
2007-03-08,7.24558
2007-03-09,7.24626
2007-03-12,7.24893
2007-03-13,7.22835
2007-03-14,7.23502
2007-03-15,7.23870
2007-03-16,7.23486
2007-03-19,7.24570
2007-03-20,7.25201
2007-03-21,7.26895
2007-03-22,7.26860
2007-03-23,7.26969
2007-03-26,7.27066
2007-03-27,7.26446
2007-03-28,7.25646
2007-03-29,7.26019
2007-03-30,7.25902
2007-04-02,7.26161
2007-04-03,7.27085
2007-04-04,7.27196
2007-04-05,7.27501
2007-04-09,7.27559
2007-04-10,7.27821
2007-04-11,7.27161
2007-04-12,7.27780
2007-04-13,7.28128
2007-04-16,7.29198
2007-04-17,7.29402
2007-04-18,7.29472
2007-04-19,7.29351
2007-04-20,7.30273
2007-04-23,7.30043
2007-04-24,7.30007
2007-04-25,7.31016
2007-04-26,7.30938
2007-04-27,7.30926
2007-04-30,7.30140
2007-05-01,7.30405
2007-05-02,7.31050
2007-05-03,7.31481
2007-05-04,7.31696
2007-05-07,7.31952
2007-05-08,7.31835
2007-05-09,7.32157
2007-05-10,7.30752
2007-05-11,7.31711
2007-05-14,7.31532
2007-05-15,7.31401
2007-05-16,7.32260
2007-05-17,7.32168
2007-05-18,7.32827
2007-05-21,7.32982
2007-05-22,7.32917
2007-05-23,7.32796
2007-05-24,7.31821
2007-05-25,7.32365
2007-05-29,7.32522
2007-05-30,7.33317
2007-05-31,7.33343
2007-06-01,7.33716
2007-06-04,7.33901
2007-06-05,7.33364
2007-06-06,7.32474
2007-06-07,7.30701
2007-06-08,7.31832
2007-06-11,7.31928
2007-06-12,7.30854
2007-06-13,7.32361
2007-06-14,7.32842
2007-06-15,7.33492
2007-06-18,7.33371
2007-06-19,7.33544
2007-06-20,7.32174
2007-06-21,7.32791
2007-06-22,7.31493
2007-06-25,7.31171
2007-06-26,7.30847
2007-06-27,7.31744
2007-06-28,7.31702
2007-06-29,7.31545
2007-07-02,7.32609
2007-07-03,7.32966
2007-07-05,7.33001
2007-07-06,7.33331
2007-07-09,7.33423
2007-07-10,7.31994
2007-07-11,7.32565
2007-07-12,7.34453
2007-07-13,7.34762
2007-07-16,7.34570
2007-07-17,7.34560
2007-07-18,7.34354
2007-07-19,7.34800
2007-07-20,7.33570
2007-07-23,7.34056
2007-07-24,7.32055
2007-07-25,7.32521
2007-07-26,7.30159
2007-07-27,7.28547
2007-07-30,7.29567
2007-07-31,7.28295
2007-08-01,7.29016
2007-08-02,7.29451
2007-08-03,7.26757
2007-08-06,7.29143
2007-08-07,7.29757
2007-08-08,7.31155
2007-08-09,7.28145
2007-08-10,7.28183
2007-08-13,7.28133
2007-08-14,7.26301
2007-08-15,7.24900
2007-08-16,7.25225
2007-08-17,7.27651
2007-08-20,7.27625
2007-08-21,7.27733
2007-08-22,7.28898
2007-08-23,7.28790
2007-08-24,7.29937
2007-08-27,7.29083
2007-08-28,7.26708
2007-08-29,7.28876
2007-08-30,7.28457
2007-08-31,7.29573
2007-09-04,7.30614
2007-09-05,7.29457
2007-09-06,7.29882
2007-09-07,7.28176
2007-09-10,7.28049
2007-09-11,7.29403
2007-09-12,7.29408
2007-09-13,7.30246
2007-09-14,7.30266
2007-09-17,7.29753
2007-09-18,7.32632
2007-09-19,7.33239
2007-09-20,7.32564
2007-09-21,7.33024
2007-09-24,7.32497
2007-09-25,7.32463
2007-09-26,7.33003
2007-09-27,7.33392
2007-09-28,7.33090
2007-10-01,7.34410
2007-10-02,7.34383
2007-10-03,7.33927
2007-10-04,7.34138
2007-10-05,7.35090
2007-10-08,7.34767
2007-10-09,7.35574
2007-10-10,7.35402
2007-10-11,7.34885
2007-10-12,7.35359
2007-10-15,7.34518
2007-10-16,7.33858
2007-10-17,7.34034
2007-10-18,7.33959
2007-10-19,7.31364
2007-10-22,7.31743
2007-10-23,7.32620
2007-10-24,7.32375
2007-10-25,7.32277
2007-10-26,7.33647
2007-10-29,7.34017
2007-10-30,7.33369
2007-10-31,7.34561
2007-11-01,7.31883
2007-11-02,7.31963
2007-11-05,7.31467
2007-11-06,7.32664
2007-11-07,7.29683
2007-11-08,7.29626
2007-11-09,7.28187
2007-11-12,7.27183
2007-11-13,7.30051
2007-11-14,7.29341
2007-11-15,7.28011
2007-11-16,7.28533
2007-11-19,7.26771
2007-11-20,7.27219
2007-11-21,7.25613
2007-11-23,7.27288
2007-11-26,7.24937
2007-11-27,7.26419
2007-11-28,7.29235
2007-11-29,7.29283
2007-11-30,7.30057
2007-12-03,7.29466
2007-12-04,7.28810
2007-12-05,7.30318
2007-12-06,7.31810
2007-12-07,7.31632
2007-12-10,7.32380
2007-12-11,7.29821
2007-12-12,7.30424
2007-12-13,7.30546
2007-12-14,7.29162
2007-12-17,7.27649
2007-12-18,7.28275
2007-12-19,7.28139
2007-12-20,7.28627
2007-12-21,7.30281
2007-12-24,7.31085
2007-12-26,7.31166
2007-12-27,7.29734
2007-12-28,7.29878
2007-12-31,7.29190
2008-01-02,7.27736
2008-01-03,7.27736
2008-01-04,7.25250
2008-01-07,7.25572
2008-01-08,7.23720
2008-01-09,7.25073
2008-01-10,7.25864
2008-01-11,7.24496
2008-01-14,7.25577
2008-01-15,7.23053
2008-01-16,7.22490
2008-01-17,7.19537
2008-01-18,7.18931
2008-01-22,7.17816
2008-01-23,7.19938
2008-01-24,7.20939
2008-01-25,7.19339
2008-01-28,7.21080
2008-01-29,7.21693
2008-01-30,7.21215
2008-01-31,7.22879
2008-02-01,7.24095
2008-02-04,7.23043
2008-02-05,7.19791
2008-02-06,7.19026
2008-02-07,7.19812
2008-02-08,7.19390
2008-02-11,7.19978
2008-02-12,7.20702
2008-02-13,7.22053
2008-02-14,7.20702
2008-02-15,7.20785
2008-02-19,7.20696
2008-02-20,7.21526
2008-02-21,7.20231
2008-02-22,7.21016
2008-02-25,7.22388
2008-02-26,7.23077
2008-02-27,7.22985
2008-02-28,7.22087
2008-02-29,7.19341
2008-03-03,7.19394
2008-03-04,7.19049
2008-03-05,7.19571
2008-03-06,7.17345
2008-03-07,7.16501
2008-03-10,7.14942
2008-03-11,7.18588
2008-03-12,7.17684
2008-03-13,7.18196
2008-03-14,7.16095
2008-03-17,7.15196
2008-03-18,7.19349
2008-03-19,7.16890
2008-03-20,7.19257
2008-03-24,7.20777
2008-03-25,7.21007
2008-03-26,7.20127
2008-03-27,7.18974
2008-03-28,7.18176
2008-03-31,7.18743
2008-04-01,7.22270
2008-04-02,7.22076
2008-04-03,7.22206
2008-04-04,7.22286
2008-04-07,7.22442
2008-04-08,7.21931
2008-04-09,7.21118
2008-04-10,7.21564
2008-04-11,7.19506
2008-04-14,7.19167
2008-04-15,7.19626
2008-04-16,7.21870
2008-04-17,7.21932
2008-04-18,7.23730
2008-04-21,7.23574
2008-04-22,7.22689
2008-04-23,7.22979
2008-04-24,7.23621
2008-04-25,7.24268
2008-04-28,7.24163
2008-04-29,7.23774
2008-04-30,7.23388
2008-05-01,7.25088
2008-05-02,7.25411
2008-05-05,7.24956
2008-05-06,7.25719
2008-05-07,7.23891
2008-05-08,7.24257
2008-05-09,7.23582
2008-05-12,7.24678
2008-05-13,7.24640
2008-05-14,7.25039
2008-05-15,7.26092
2008-05-16,7.26217
2008-05-19,7.26307
2008-05-20,7.25375
2008-05-21,7.23757
2008-05-22,7.24018
2008-05-23,7.22689
2008-05-27,7.23371
2008-05-28,7.23766
2008-05-29,7.24298
2008-05-30,7.24450
2008-06-02,7.23394
2008-06-03,7.22813
2008-06-04,7.22781
2008-06-05,7.24712
2008-06-06,7.21574
2008-06-09,7.21653
2008-06-10,7.21409
2008-06-11,7.19705
2008-06-12,7.20033
2008-06-13,7.21526
2008-06-16,7.21534
2008-06-17,7.20855
2008-06-18,7.19879
2008-06-19,7.20253
2008-06-20,7.18382
2008-06-23,7.18387
2008-06-24,7.18105
2008-06-25,7.18688
2008-06-26,7.15707
2008-06-27,7.15335
2008-06-30,7.15462
2008-07-01,7.15844
2008-07-02,7.14007
2008-07-03,7.14117
2008-07-07,7.13275
2008-07-08,7.14968
2008-07-09,7.12664
2008-07-10,7.13361
2008-07-11,7.12246
2008-07-14,7.11339
2008-07-15,7.10243
2008-07-16,7.12718
2008-07-17,7.13912
2008-07-18,7.13941
2008-07-21,7.13887
2008-07-22,7.15227
2008-07-23,7.15632
2008-07-24,7.13293
2008-07-25,7.13709
2008-07-28,7.11832
2008-07-29,7.14140
2008-07-30,7.15794
2008-07-31,7.14471
2008-08-01,7.13911
2008-08-04,7.13011
2008-08-05,7.15842
2008-08-06,7.16177
2008-08-07,7.14367
2008-08-08,7.16728
2008-08-11,7.17420
2008-08-12,7.16208
2008-08-13,7.15916
2008-08-14,7.16467
2008-08-15,7.16873
2008-08-18,7.15352
2008-08-19,7.14416
2008-08-20,7.15034
2008-08-21,7.15283
2008-08-22,7.16410
2008-08-25,7.14428
2008-08-26,7.14796
2008-08-27,7.15591
2008-08-28,7.17064
2008-08-29,7.15682
2008-09-02,7.15272
2008-09-03,7.15069
2008-09-04,7.12031
2008-09-05,7.12473
2008-09-08,7.14503
2008-09-09,7.11030
2008-09-10,7.11643
2008-09-11,7.13014
2008-09-12,7.13226
2008-09-15,7.08397
2008-09-16,7.10134
2008-09-17,7.05306
2008-09-18,7.09549
2008-09-19,7.13495
2008-09-22,7.09597
2008-09-23,7.08021
2008-09-24,7.07823
2008-09-25,7.09770
2008-09-26,7.10086
2008-09-29,7.00886
2008-09-30,7.06164
2008-10-01,7.05709
2008-10-02,7.01596
2008-10-03,7.00237
2008-10-06,6.96309
2008-10-07,6.90398
2008-10-08,6.89258
2008-10-09,6.81336
2008-10-10,6.80153
2008-10-13,6.91110
2008-10-14,6.90576
2008-10-15,6.81107
2008-10-16,6.85270
2008-10-17,6.84646
2008-10-20,6.89305
2008-10-21,6.86176
2008-10-22,6.79881
2008-10-23,6.81137
2008-10-24,6.77624
2008-10-27,6.74396
2008-10-28,6.84642
2008-10-29,6.83528
2008-10-30,6.86076
2008-10-31,6.87601
2008-11-03,6.87347
2008-11-04,6.91349
2008-11-05,6.85937
2008-11-06,6.80780
2008-11-07,6.83625
2008-11-10,6.82351
2008-11-11,6.80123
2008-11-12,6.74794
2008-11-13,6.81486
2008-11-14,6.77227
2008-11-17,6.74612
2008-11-18,6.75591
2008-11-19,6.69280
2008-11-20,6.62332
2008-11-21,6.68465
2008-11-24,6.74736
2008-11-25,6.75389
2008-11-26,6.78861
2008-11-28,6.79821
2008-12-01,6.70467
2008-12-02,6.74384
2008-12-03,6.76934
2008-12-04,6.73960
2008-12-05,6.77545
2008-12-08,6.81311
2008-12-09,6.78973
2008-12-10,6.80155
2008-12-11,6.77261
2008-12-12,6.77962
2008-12-15,6.76685
2008-12-16,6.81693
2008-12-17,6.80729
2008-12-18,6.78590
2008-12-19,6.78884
2008-12-22,6.77037
2008-12-23,6.76060
2008-12-24,6.76636
2008-12-26,6.77171
2008-12-29,6.76783
2008-12-30,6.79194
2008-12-31,6.80600
2009-01-02,6.83712
2009-01-05,6.83244
2009-01-06,6.84023
2009-01-07,6.80976
2009-01-08,6.81315
2009-01-09,6.79161
2009-01-12,6.76879
2009-01-13,6.77055
2009-01-14,6.73652
2009-01-15,6.73784
2009-01-16,6.74538
2009-01-20,6.69112
2009-01-21,6.73369
2009-01-22,6.71841
2009-01-23,6.72377
2009-01-26,6.72931
2009-01-27,6.74018
2009-01-28,6.77318
2009-01-29,6.73950
2009-01-30,6.71645
2009-02-02,6.71592
2009-02-03,6.73163
2009-02-04,6.72411
2009-02-05,6.74034
2009-02-06,6.76688
2009-02-09,6.76837
2009-02-10,6.71800
2009-02-11,6.72592
2009-02-12,6.72766
2009-02-13,6.71761
2009-02-17,6.67098
2009-02-18,6.67003
2009-02-19,6.65793
2009-02-20,6.64646
2009-02-23,6.61114
2009-02-24,6.65046
2009-02-25,6.63975
2009-02-26,6.62384
2009-02-27,6.59999
2009-03-02,6.55225
2009-03-03,6.54582
2009-03-04,6.56930
2009-03-05,6.52584
2009-03-06,6.52705
2009-03-09,6.51698
2009-03-10,6.57870
2009-03-11,6.58114
2009-03-12,6.62106
2009-03-13,6.62877
2009-03-16,6.62525
2009-03-17,6.65688
2009-03-18,6.67752
2009-03-19,6.66446
2009-03-20,6.64449
2009-03-23,6.71286
2009-03-24,6.69223
2009-03-25,6.70181
2009-03-26,6.72487
2009-03-27,6.70434
2009-03-30,6.66890
2009-03-31,6.68195
2009-04-01,6.69837
2009-04-02,6.72669
2009-04-03,6.73637
2009-04-06,6.72801
